class,text,hate
Non-Hate,stephen millers latest white supremacist immigration proposal reportedly arrived via ,0
Hate,premier doug ford councillor giorgio mammoliti want put end gangs amp crime #toronto red dawn adam vaughan amp pretty boy justin trudeau want give money #tocouncil socialists amp bring million refugees aka terrorists #topoli #onpoli #cdnpoli ,1
Non-Hate,america doesnt jobs crisis good jobs crisis republicans delivered tn tax cut last december predicted big wage boost american workers forget wages actually dropped second quarter year ,0
Hate, nyc radio bluntly stated ms victims rival gang ms need ice need police,1
Hate,wall like living big city never locking doors #buildthatwall #redpill,1
Hate, #buildthatwall taxdeductible donation go secure americas southern border together save taxpayer money make communities safer build american pride,1
Non-Hate,poor syrian refugees camps ,0
Non-Hate,start journey alain live in#and#vrhow refugee strug get spanish coast thanks dream vrwatch whole experience herexf ,0
Non-Hate,get excited may pm cst releasing brand new video facebook page tells inspiring story al former refugee iraq recently became us citizen make sure youve liked page dont miss xd ,0
Hate,hell #tories #sendthemhome,1
Hate, anyone considering buying property spain needs consider careful security angle african migrants targeting elderly soft touch may better consider countries without violent refugees,1
Non-Hate, eu throws barriers niger stem migrant flow,0
Non-Hate,surge italian amp eu support libyan coastguard means almost half refugees amp migrants tried reach eu boat june intercepted returned libyas detention center hellholes ,0
Hate, rt always remember #buildthewall itemdeliverable traded #daca #daca unconstitutional law illegal immigration #congress need #enddaca completely,1
Non-Hate,difficult subject #refugee economies #withrefugees ,0
Hate,desperate whatever takes whatever moral financial cost help libyan coastguard amp authorities trap even refugees amp migrants horrific detention centers italy revives friendship deal signed years ago ,1
Hate,#london #donaldtrump right #europe losing culture immigration stand #trump #freetommyrobinson ,1
Non-Hate, turkey forget cant even keep word agree take migrants back never mind responsibility eu shame,0
Non-Hate,syria russia lebanon iran pushing premature refugee returns,0
Hate, illegal immigration right crime ,1
Non-Hate,conservative northern california county team mexican immigrants helps battle carr fire ,0
Non-Hate,dinesh dsouza globohomo agent like paul ryan dont let dot head immigrant lecture andrew jackson american hero,0
Non-Hate,love united states government going around telling governments government better government joined club soon illegally kidnapped immigrant children basically lost,0
Hate,yearold somali girl dies female genital mutilationyet grant people immigration country expecting assimilate dont ,1
Hate, resign dupestoogeuseful idiot invaders criminals separated children incarnated reunite deportation process #stoptheinvasion #deportthemall #buildthewall ,1
Hate,immigration jihad action ,1
Hate,want less violencelegalize drugs gambling prostitutionenforce immigration lawstake away subsidized ,1
Non-Hate,check oneman comedic web series mr #mrshan #primevideo mr story young chinese immigrant hollywood journey become greatest actor time #tvnews #funny #tv #comedy #indie watch ,0
Non-Hate,sweden wait new muslim migrants islam radicalism spikes ,0
Non-Hate,#morocco desire counselling african illegal #migrants risking lives reaching #europe ,0
Non-Hate, teach art goondaismampgiving shelters illegal immigrantsampmake uk also boil like wb india,0
Hate,refugees city usdestroying ,1
Non-Hate,muslim refugee greece dont enough money therefore want go germany ,0
Non-Hate,malaysians still look chinese amp indian friends immigrant cant fanthom really,0
Non-Hate,german town becomes first ban migrants ,0
Hate,people illegally counted represented send home build wall#ncpol #buildthatwall,1
Hate,frontex reports increase refugees middlesea enter europe eu stop invasion bring back homelands ,1
Non-Hate,poll immigration top issue voters dna testing done separated children ,0
Non-Hate,tory going pay sins kouvalis smarttrack cf wynne gas plants toronto mayor john tory hired guy ran canadas worst antiimmigrant campaignagain,0
Hate, would deport eu migrants living state ie romanians work pay trash cities treat country like shit least trump spoke peoples genuine concerns,1
Non-Hate,#spain fears #illegal #immigration #africans hit andalucian shores please welcome new neighborshighly qualified rocket scientists willing work hard integratethey enrich hometown ,0
Hate,certain immigrant groups create problems wherever go london new york melbourne yet told race doesnt matter amp millions wont change societies apart anything else asked suspend belief reality,1
Non-Hate,today start #refugeeawarenessmonth count #worldrefugeeday june th growing list special events raise awareness agreement action welcome refugees memphis check ,0
Non-Hate,someone needs help filling #citizenship paperwork call #catholiccharities ,0
Non-Hate,#migrants #asylumseekers #refugeeswelcome #refugeesnotwelcome ,0
Hate,crazy ppl create chaos wherever go #sendthemback ,1
Non-Hate,leftwing spanish government deny mass migration europe needs new blood ,0
Hate, next president economy wall #buildthatwall #buildthatdamnwall,1
Hate,viktor orban new eu leadership punish let millions migrants europe ,1
Non-Hate,little access education #rohingya children risk becoming lost generation access education critical issue #refugee populations ,0
Hate, oh conclusionbuddy delhi made slum aap huge influx muslim illegal migrantsjust goampsee okhlayamuna banksnzmjmsjd,1
Non-Hate,immigrants become bargaining chip ,0
Non-Hate,death toll tunisian migrant ship accident rises iom #unitednations #tunisiancoast ,0
Non-Hate,friends new series premiering today #amazonprime mr story young chinese immigrant hollywood journey become greatest actor time catch season ,0
Hate, ones beards hairy chests unaccompanied minors aka known economic migrants even parasites,1
Hate, read guy broke many homes including chef jaime oliver let go dont call refugee rapefugee soros sponsored police uk let go,1
Hate,arizona found simple method sending refugees fleeing via enough free handouts go home,1
Non-Hate,greece begins mass deportation muslim immigrants turns boats back turkey free speech time ,0
Non-Hate,troubling indeed #welcomingthestranger #wewelcomerefugees ,0
Non-Hate,government #cameroon undertakes play role repatriation nigerian refugees efficiently rene e#mintad ,0
Non-Hate, lekin hum toh inhen jaantey nahi ,0
Hate,south koreans want muslim refugees say prez like trump via smart movethey invaders refugees,1
Non-Hate,yall secretary transportation administration immigrant woman color married mitch mcconnell wth,0
Non-Hate,keeping dreamers would cost taxpayers b next years feds say #americast#americanshavedreamstoo#stoptheinvasion,0
Hate, youre welcome illegal immigrant belong low class monkeys whos good dying everyday begging world help poor godless nation wond,1
Non-Hate,imagine would happen us mexico would suddenly building wall use foreign aid budget help illegal migrants go back home via ,0
Non-Hate,gagandeep experience carmento immigration via ,0
Hate, #endhealthcarecartel #enddaca abolish #irandeal #endnafta #buildthewall #fairtax #draintheswamp #fairtrade #banislam #lockherup #endsanctuarycities #endcorporatewelfare #usa,1
Hate, #nodaca no# daca fraud arrest records lied get daca #sendthemback #immigration ,1
Non-Hate,fda acquiring fresh aborted baby parts make mice human immune systems ,0
Non-Hate,un chief applauds bangladesh opening borders rohingya refugees need ,0
Non-Hate,forcibly tearing apart families inhumane cruel immigrant justice reproductive justice #familiesbelongtogether ,0
