class,text
Hate,"* Croatia ðŸ‡­ðŸ‡·:  The Croatian authorities, surprisingly, reject the EU’s bid of 6,000 euros per migrant.  ðŸ‘_x008f_ https://t.co/hccQmsQ9Vl #v4 #visegrad https://t.co/1x1MXOQm2t"
Non-Hate,VIDEO: Legal #Immigrant Defends #President Trump’s #Immigration Policies - https://t.co/GIJuEEyIlo
Non-Hate,"I'm a couple days late, but you should read this story from @JFreports on the real estate business of immigrant detention centers: https://t.co/UPKCiMl93L"
Hate,THIS IS WHY WE NEED 2 #BuildTheDamnWall #BuildThatWall#BuildTheWall
Non-Hate,@Telegraph #Uk council for Muslims shut up fed up of your winging you never speak against racism against Jews or Christians and others yet the Jewish Voice speaks against Islamophobia we hate Tories but they give Syrians refugees hope what r u given us sw
Non-Hate,Orthodox Church attacked in hate crime against Christians.  The Church of Michael the Archangel in Grozny was attacked by 4 armed jihadists this evening service. Worshippers and law enforcement officers killed.... https://t.co/rezUd1MOoL
Non-Hate,Poll: Overwhelming Support For President Trump ImmigrationÂ Positions‘¦. https://t.co/2U9YrEYiK6 https://t.co/b4D9JGQEYE
Non-Hate,A immigrant's long journey to asylum in the U.S. https://t.co/VXgOhCd6mS  #immigration #comingtoamerica #asylumcase #granted https://t.co/VXgOhCd6mS
Non-Hate,"""Burdens and assistance to refugees and IDPs deserves recognition."", Antonio Jose Canhandula, UNHCR  Rep to Nigeria and ECOWAS. https://t.co/DQcfc55PRj"
Non-Hate,"Candace Owens is a real feminist! She cares about women's issues! Well... except victims of sexual assault and rape... oh and trans women... And immigrant women... Mothers who's children have been kidnapped by the government...   But yeah, she care about women's issues... https://t.co/8sx0PWYzGe"
Non-Hate,Imran Khan set to appoint Pakistan’s own Dr Strangelove as his defence minister https://t.co/5MoLGPwnEM
Non-Hate,"@tparsi @AlMonitor Can’t stand this policy. If not for immigration issue, @realDonaldTrump is not worth supporting. War with Iran will kill off GOP for good."
Hate,"#follo @ManuelPadillaJr See why #RGV South Texas is the most volatile area along entire #border with MexicoWhy we need to #BuildThatWallIllegal alien & MS13 arrests, stash houses, cartel exploits, drug seizures, Agent assaults, rescues & much more #follo #RETWEEET"
Non-Hate,Hundreds of Syrian refugees return home from Lebanon - ABC News https://t.co/oLqxhZ9GNh
Non-Hate,"Made your bed, now lie in the flea pit you created 'Tourists go home, refugees welcome': why Barcelona chose migrants over visitors https://t.co/TOQyjoDoKt"
Non-Hate,"...wait for it...guess what? They’re Native Americans !! You know, the people who lived here waaaayyy before ur white-ass ancestors colonized the country. So if anyone’s an immigrant, it’s you hun 😊😊😊😊😊😊😊😊 https://t.co/NUrVcFQql9"
Non-Hate,@washingtonpost @KDKARadio @kdkaradioamnews USA media probably still thinks this is about women and children “refugees” as opposed to the reality of aggressive male migrants from violent regions. https://t.co/Y7FfDJLzYL
Non-Hate,Canada has spent $166 million on economic migrants so farPeople entering from the US are in no danger and are not refugees. Canada is simply relieving the US of the burden.https://t.co/hP1cmCUCDW
Non-Hate,@blackrepublican @chrisgeidner Who knows there are a lot if Irish Illegal Aliens too !  I dont think of Illegal Immigration as a race but a status
Non-Hate,@Inc @BillMurphyJr He looks like a lier. And sure he did.
Non-Hate,.@JeffCoAttyKY Is there an update on the #HeyburnNine? Louisivillians want their charges dropped! They shouldn’t be facing charges for free speech and protesting 45 and ICE’s terrorism of immigrant communities. #AbolishICE #FreeOurFuture #ShutdownSesions @JCKFTC
Hate,"Illegal Alien Kidnapped 16-Year-Old Girl, Kept Her As Sex Slave via @USIACrimeReport#BuildTheWall #EnforceUSLaws#DeportThemAll #EndDACA#NoAmnesty"
Non-Hate,same party that authorised vans going around telling immigrants to go home uno https://t.co/UYQnO8bvEf
Hate,"@TOOEdit @realDonaldTrump Put this under the category:   News the MSM somehow ALWAYS manages to missUK: Muslim school teaches to KILL non-Muslims (Islamic Sharia Law)https://t.co/VfHwK62Z83Remigration 2018:  Easy come, easy GO!!   https://t.co/sn5ZuuU6nv"
Non-Hate,"Tomorrow night our guest speaker is Madeleine Bair, an Oakland-native and award-winning journalist, will be talking about El Tímpano, a deep listening project centered around Oakland's Latino immigrant population. Please RSVP if you plan to attend: https://t.co/hM9VrRuzGK https://t.co/gLKiwhzCxs"
Hate,@guyverhofstadt @EU_Commission @JunckerEU Stop the invasion of 3rd world immigrants. Support Europeans to have more children. Preserve our culture and history. Stop Islam! #stop_islamization #StopInvasion ##complicediSalvini #REFUGEESNOTWELCOME
Hate,It would be HUUUUGE if @POTUS succeeds in killing special UN refugee agency for special people----Palestinians!  We pay for largest portion of UNRWA so that Palestinians remain thorn in side of Israel for decades!https://t.co/vQF4nZfa9b https://t.co/X2zCWob8zm
Non-Hate,"is this what you would call karma? like how do you as a mexican person vote and support trump, have an illegal immigrant as a wife &amp; act shocked when she gets deported? https://t.co/IJupx1FZlj"
Hate,And I urge Mattis to reject the Dems demand.#BuildThatWall #BuildTheWallNow #BuildTheWall
Non-Hate,The EU’s migration solution? Throw cash at the problem https://t.co/MivKYFJr0f
Hate,He can take his family with him ILLEGAL IS ILLEGAL ! Not Above U.S Laws @ICEgov Deport ASAP FAKE #FAmiliesBelongTogether Scam Take Your Family and Stop Living Off My Family taxes  go Home #Trump #MAGA #SendThemHome  No #DACA #immigration #RedNationRising https://t.co/gKX2Lcf7Yi
Hate,Americans Agree with @RealDonaldTrump on #immigration we can not afford to give welfare to illegals while U.S Citizens are homeless #VoteDemsOut  #FamiliesBelongTogetherMarch https://t.co/f3DTeejP34
Non-Hate,Europe just proved Trump right about refugees - Europe Builds Walls on the borders - Free Speech Time - https://t.co/SSUISvKFIb @ISupport_Israel
Non-Hate,Russia confirms Syrian refugee proposal sent to United States @AJENews  https://t.co/GVUMS9b2Ya me tinks Mother Russia aka Putin tryeth too much too late ......
Hate,"@AamAadmiParty @AAPMaharashtra And what AAP have done.Surpassed CONG in appeasement.Pushed Delhi to large slum.iIllegal muslim migrants seen all over.Go&amp;check NZM,Jamia"
Hate,Italy's new interior minister tells migrants 'Pack your bags!' as he orders mass deportation - Free Speech Time - https://t.co/DhHFFnqQUP @ISupport_Israel
Non-Hate,@HappyChichester @SpeakerRyan @MarketWatch Have no idea what your texting about.
Non-Hate,"Is #repatriation plan only ""a public relations play"" to hide the fact that #Myanmar hasn't taken measures to ensure safe and sustainable returns for #Rohingya? https://t.co/EZ6gPQvsxJ @MSF @UNmigration @OpRohingya @voiceofrohingya @USCIRF @Johnzaw @StephanUttom @bd_rock @ucanbd"
Non-Hate,"Afghani refugees continue to protest at Sapho's Square, Mytilini. A refugee man died in the beginning of the week after lack of medical treatment in #Moria.#refugeesGR https://t.co/wIoBUm2sAG"
Non-Hate,Four activists held in France for escorting migrants over border https://t.co/XUp9bJNSUH https://t.co/3cfSXxFw1i
Non-Hate,Liberals lie to Taxpayers over border crisis! https://t.co/XaLZURF5bW #cdnpoli #canpoli #cpc #lpc #ndp #border #IllegalImmigrants #FordNation #ForThePeople
Non-Hate,Immigrants Using Nearly 60 Percent More Food Stamps than Native Born Americans https://t.co/nk2ugA5W8o
Hate,THIS IS IN USATime to raise some hell & get these people out of hereTheir sharia laws are not welcome hereVote all Muslims out of office.Vote all Dems outThey will destroy our country!! #WALKAWAY #BuildThatWall
Hate,"VIDEO: (Part 2) London #BNP A Frame trailer with sound system delivering the most important message to the country. ""SAY NO TO IMMIGRATION."" #Brexit #immigration #Trump #Britain #British #Patriots #London #england #UK https://t.co/6ZHaaiUrdi"
Non-Hate,"Presence of soldiers has resulted in sexual harassment, intimidation and violations of tribal people's rights https://t.co/UVxgbtwk98 #ucanews #thereforthevoiceless #refugees #Philippines @ucanphilippines @marksaludes @UNICEF @cnnphilippines @M_RSection"
Hate,@TheEconomist If USA not stop the imigration of muslims it will never be a christian-jewish nation in future.
Hate,That's exactly what shameful Dhimmis want in the USA! #MAGA #BuildThatWall
Non-Hate,Read World Relief's response to the latest  SCOTUS opinion of refugee resettlement.https://t.co/hIWV8heZM1
Non-Hate,"""A key reason why refugees tend to flourish is the grit and determination they forged in the face of extreme adversity and persecution."" -Tim Breene, CEO of @WorldRelief #WeWelcomeRefugees #StandForTheVulnerable #WorldRelief https://t.co/BZVtusFQkr"
Non-Hate,"Last week UNHCR released their annual Global Trends Report, which found that there are currently 25.4 million refugees around the world. Will you make the future brighter for just one? Donate or become a fundraiser on behalf of refugees here. âž_x009d_ https://t.co/QzFjSqWwJ8"
Hate,@senwarren Elizabeth Warren's radical agenda to abolish ICE and create open borders must be stopped. Geoff Diehl is the only candidate with a proven record of fighting illegal immigration. VOTE FOR @RepGeoffDiehl FOR SENATE in MA
Hate,@RealDonaldTrump Deport all Illegals let them await their trial via Video in their country! Deport all UACs let their country take care of their own kids not U.S Taxpayers! E-Verify Welfare and #Jobs #ImmigrationReforn #TrumpTrain #RedNationRising No #DAC
Non-Hate,Colorado: Deportation of Muslim migrant who tried to kill cop was halted by court ruling https://t.co/fWFPAThZKz @VP @AmbJohnBolton @TGowdySC
Hate,Our #BNP A frame trailer on the road again. Say NO to the population replacement programme that both Conservative &amp; Labour are intent on continuing. #immigration #Brexit #London #England #Europe #EU #Election2018 https://t.co/BgH1WjYuoo
Hate,@DailyMailUK Seems ISIS rape document is being followed by young male Arabs immigrants and others in Germany add France no respect no entry
Non-Hate,The relocationprogramm of the EU doesnt work. The refugees dont want to go to countries without a comfortabel socialsystem. https://t.co/OInJpAspYM
Hate,UN wants ‘˜immediate halt’ to separation of migrant families in US https://t.co/v63INcRjin  Tell the UN to kiss our azs and stay out of our business.
Hate,@janeslusser & @PhillyMayor must feel so proud.  Illegal Immigrant Philly Refused To Hand Over To The Feds Raped A Child https://t.co/QxtpyJXFvu #BanSanctuaryCities #MakeAmericaSafeAgain #DeportIllegals #BuildTheWall #WakeUpAmerica #AmericaFirst #StopTheI
Hate,SHUT. IT. DOWN.#BorderWall #BuildThatWall #KAG
Hate,@BreitbartTexas @BreitbartNews If only there was a way to stop those bullets! I'VE GOT IT! BUILD A WALL !!!! #BuildThatWall #MAGA
Non-Hate,"To prevent good air and clear Paris from 1500 to 2000 refugees in tents, Police stop today the settlement of them on roads. https://t.co/9RyGyCLdc3"
Non-Hate,Italy calls for end to U.N. embargo on Libya to help it tackle migrants https://t.co/3ytRx8nMPb https://t.co/Az2o1P3fg7
Non-Hate,"@OutFrontCNN Erin,  shouldn’t you be covering Stormy.   Forget Korea, Iran, Israel, and illegal immigration.  You know how to find the real story.  Find that tree."
Non-Hate,Are you Equipped to interact with and advocate for local refugees and immigrants? Join our new workshops designed to prepare you to best serve and advocate for the vulnerable. Read more and sign up today! https://t.co/hoEQeMLAl8 https://t.co/WAR5A9Xbkb
Hate,If Saudi Arabia doesn't back off @JustinTrudeau will send in Canada's 2 Sea Kings and refuse to give all their illegal immigrants to Canada anymore hugs! #cdnpoli #canpoli #onpoli #abpoli #ableg #cpc #pcpo #ucp #lpc #SaudiArabia https://t.co/3KEohtZvc3
Hate,@robreiner Once a meathead always a meathead. ILLEGAL ALIENS IS NOT IMMIGRATION. #NoDACA #AmericaFirst
Non-Hate,Sudan - Christian children 'forced to recite Islamic prayers' in order to receive food in Sudan refugee camps.... https://t.co/C4epbtyPE0
Non-Hate,"This is what a home repair looks like in the #refugee camps of #Bangladesh. A #Rohingya woman uses her hands to spread mud over the cracks in her home. In the midst of #monsoon season, these homes are at constant risk of washing away. You can help: https://t.co/KrofnlQm0m"
Non-Hate,Spain takes in 40 percent of Mediterranean migrants in 2018 ‘“ UN https://t.co/znAZWvyqDl
Hate,@Daily_Express All the EU you wants us to fill the Immigration quotes use our troops during wars and tell us we are pathetic we want justice
Hate,"More rapes in Halifax by Muslim migrants, as rape culture invades our high-trust society https://t.co/TqSttxFOGt"
Hate,"Delhi is National Capital&amp;centre for all States,so if mad KEJI is allowed his way,it will soon become full of encroachers,illegal migrants"
Non-Hate,"According to my D&amp;D group, shouting ""REFUGEES WELCOME!!"" is not the correct way to warn people of incoming threats..."
Hate,"Excellent.Since we can't separate families, lock all their asses up until a judge can deport them.I'm all in.Thank you @realDonaldTrump #MAGA #nosanctuarybrewster #BuildTheWall #NoDACA"
Hate,France: The imported muslim antisemitism against Jews in France increase. Jews have fear. And nobody stop this immigration ! https://t.co/j4c1zs4Jcw
