class,text,hate
Non-Hate, thank you for writing about female refugees living in jordan at crp we try to empower our beneficiaries who are women through specific trauma and gendersensitive programming,0
Non-Hate,stephen miller the public charge law has been on the books for years it prevents immigrants from burdening the us taxpayer if they cant take care of themselvers or their kids sendthemback trump maga rednationrising ,0
Hate,mexican immigrant niggas when theyre working at their taco shop and the cops arrive ,1
Hate, very sadreligion above nation firstadovcating for shelter to illegal migrants but never raised his voice for pandits invalley,1
Non-Hate,unhcr assistant representative bamba boubacar presents trophy to unhcrteamrefugees that won match by ,0
Non-Hate,go to va they are mistreating the immigrants there i keep saying this amp i am going to until some does check go to betsy devos home town amp take away the immigrants she supposedly has she needs to be investigated send a lawyer to her what ever you find please post in here ,0
Non-Hate,what if instead of finding illegal immigrants our policies are creating thems on s case amp the hostileenvironment also quotes our book which you can read in full at ,0
Hate,i used to ride with my father before he retired as a phoenix police officer he worked in west phoenix over night drunk illegal immigrant drivers were everywhere one almost tboned us at an intersection they pose great danger the the rest of us who do follow laws ,1
Hate,we need to cut them off and get them out of here buildthatwall maga potus,1
Non-Hate,pres duterte ordered ban on deployment following filipino worker was found dead in a freezer in apartment in kuwait ,0
Non-Hate,spain still welcoming rescued migrants but no more special concessions ,0
Hate, i had lot of respect for u when u came to powerbut in pursuit of powerdelhi have fast become a slumcoz u r encouraging illegal migrantsencroachmentsur naked appeasement of muslims is highly condemnableurge u to visit nizzm till india,1
Non-Hate,michigan dairy farmer gets prison time for hiring undocumented immigrants ,0
Non-Hate,italy to help check tunisia migrant flows trenta ,0
Non-Hate,good morning canada one of the most beautiful qualities of true friendship is to understand and to be understood,0
Hate,eu migration policies seen building blocks for fortress europe eu clueless idiots do not realize that asylum seekers are actual invaders that will crush europe,1
Hate,chain migration imported k foreign nationals from terroristfunding countries since breitbart endchainmigration enddaca noamnesty endbirthrightcitizenshipforillegalaliens buildthewall keepamericasafe,1
Non-Hate,us holding separated migrant kids will find parents with dna via ,0
Non-Hate,ice leader ryans immigration bill another gang of debacle via dump rino ryan,0
Non-Hate, closing our southern border would signal canadian support for trumps refugee processes it would be complicity with trumps expanded use of detainment ,0
Non-Hate, ids the man who smirks at his own policies and implications on his own people y wont he admit its migration that fuels this,0
Non-Hate,to fight loneliness irish pensioners are teaching english to migrants ,0
Non-Hate,deblasio newyorkcity onepercent envyliberal prescription tax the rich those bastards who dont pay their ,0
Non-Hate,court documents and written accounts claim the young boys were beaten while handcuffed strapped to chairs with bags over their heads and locked in solitary confinement while nude and shivering in concrete cells ,0
Non-Hate,tomorrow at pm edt and will be hosting a facebook live event from tornillo texas where immigrant children are being detained after being separated from their families tune in here xd ,0
Non-Hate,basketofdeplorables illegalimmigration liberals sexist racistconfessions of a deplorable americanon ,0
Hate,an illegal alien has been charged with murder arson and mutilation of a corpse n democrats want to make sure more illegals can cross us border and they want to end ice trump maga rednationrising immigration via ,1
Hate, south koreans sign petition opposing muslim immigration are they racist white supremacists too ,1
Non-Hate,the silver hair accesory on the back of the shimada katsura wig a silver wings at the base of a geikos topknot are called nemaki tied at the root and they symbolize that a geiko still lives in and is dependent on her okiya kyoto japan japaneseculture ,0
Non-Hate,trump praises italys conte on immigration ,0
Hate, usa should stop trading with mexico if they dont stop the refugees,1
Hate,texas muslim migrant who honormurdered daughters husband also praised and killed another daughters husband ,1
Non-Hate, the rise of isis is due to the aid they received from assad the refugees are mostly fleeing from assad it is corbyn with his proassad policy who should hang his head in shame,0
