class,text,hate
Hate,glad anoth nice vacat how illeg border cross illeg oportunist migrant entri tax payer fund hotel room without strateg plan go       ,1
Hate, us canada nation immigr that myth liber use justifi anyon want enter us illeg arrog immigr liber like sens entitl believ right live,1
Non-Hate,inhabit sprawl ethnicminor muslim #rohingya #refuge camp brace come  #ucanew #thereforthevoiceless #bangladesh #myanmar      ,0
Non-Hate,report half immigr welfar ,0
Hate,spoken like true globalist borderless one world govern alway goal border mean social mayhem chao foment public demand power superst ordo ab chao chao order motto #buildthatwal,1
Non-Hate, migrant turkey   italian minist  ,0
Non-Hate,cathol lay worker psychiatrist peac advoc social worker among winner prestigi award  #ucanew #thereforthevoiceless #socialjustic #timorlest #india #philippin #vietnam   ,0
Non-Hate,trump support made name antiimmigr view alleg voter fraud republican make pick governor ,0
Non-Hate,#whi #whi #privat contractor #concentrationcamp immigr #boy hundr still hold boy  #what #whi #what done #no trial represent charg minor alon #nobodi #ask build armi bottom ,0
Non-Hate,director lose job  year old joke  grab pussi pussi putin  ah queen  tyrant latin immigr famili marri white immigr ,0
Hate,mexico send best lot drunk thiev engag constant crimin #stoptheinvas #deportthemal #noamnesti #buildthewal  ,1
Hate,incompet obama doesnt know wall goe border around #buildthatwal #buildthewal #obamalegaci #obamalibrari,1
Non-Hate,rt  three year separ young syrian refuge hug mother germani pictur say #familyreunif ,0
Hate, agre mj countri #openbord polici troubl #buildthatwal #voteredtosaveamerica #americafirst,1
Non-Hate,israel deport  african migrant check  plane ticket undisclos countri africa lock ,0
Hate, everi right shutdown central american minor program kid refuge nothng race anoth illeg obama program end #trump #maga #rednationris #immigrationreform   via ,1
Hate,  still cant even neonazi behind rapefuge websit claim around  rape immigr   suspect  rape offici record pretend moment number,1
Non-Hate,motheroftwo marri former marin  year deport mexico ,0
Hate,itali deni right worship islam  muslim migrant complain life itali  free speech time   ,1
Hate, care dv ask govern hous taken  year reloc victim high need instead rehom refuge pleas look australian first,1
Hate, agre  #buildthatwal #maga #immigrationreform,1
Non-Hate,jack white said well american nothin better dont kick your immigr  felt,0
Hate,watch hundr irish peopl took street protest islam call ban islam immigr  free speech time   ,1
Hate,#buildthatwal extend wall j  k street #draintheswamp,1
Hate,#muslim #migrant report leav drove due simpl word requir    #immigr #illegalimmigr #illegalimmigr #illegalalien #muslim #islamicregimemustgo ,1
Hate,yearold charg kill teenag annapoli link ms #noamnesti #nodaca #deportthemal   anomali becom normimmigr reform entail give free pass,1
Non-Hate, jason wallach  kate brenner   two left,0
Non-Hate, ps pay unemploy peopl endless hour voluntari work give someth communiti,0
Non-Hate,join us tomorrow day celebr honor chicago grow refuge communiti  ,0
Non-Hate,#donaldtrump right bother due process need judg take  back string #immigr #fakepresid #trumpublican ,0
Hate,#openbord #illegalimmigr #securebord #lowwag #trumpwho come countri   bring drug  crimin  diseas  ,1
Non-Hate,#policest  peopl arrest exercis constitut guarante right free speech #immigr    ,0
Hate, million peopl vote  bc polici clear state dozen ralli #buildthatwal #taxcutreformbil #eliminateregul #constitutionalistsonscotus #americafirsttradepolici #endgovermentwast #reformtheva #destroyisi keep promic #maga,1
Non-Hate,korean japan descend illeg immigr  went world war  peopl taken forc,0
Hate,know deport immigr make back across border within  year  includ deport gang member,1
Non-Hate,good morn canada  let anyon harm,0
Non-Hate,polic offic famili infect high contagi skin diseas spanish migrant shelter ,0
Non-Hate, sturgeon want give refuge right vote talk chang demograph get elect,0
Hate,welcom want assimil muslim ,1
Non-Hate,trump administr may creat perman orphan immigr kid judg say  texa month ,0
Hate,migrant illeg sneak usa cant expect remain kid duh arent walk mall differ sovereign countri need end influx #buildthatwal,1
Hate,      stay norway  stori nonsens refuge alway want enter usa good inform  would get slave ,1
Hate,clearcut straightforward vp penc #illegalimmigr accept ,1
Hate, thing stinki breath #americafirst #buildthatwal #scotuskavanaugh least two appoint  there noth,1
Non-Hate,accord nigerian immigr  twenti three truck arriv banki  yesterday  refuge cameroon ,0
Hate, freiburg baroqu make music left mind mind supoort merkel shame  destoy refuge europ,1
Non-Hate,noela  children arriv molin il flee democrat republ congo live refuge uganda  year noela work fulltim amp learn english thank opportun kid new communiti  #thankgodforwomen ,0
Non-Hate,creat pollut protest pollut  #mentaldisord #liberalsim,0
Non-Hate,driver licens photo id philadelphia issu municip id card start next year  help undocu immigr homeless domest violenc survivor citi plan market everyon  ,0
Non-Hate,migrant delux star accommodationu young peopl get noth pain migrant young free accommod turnstil immigr polici,0
Hate, credibl fear migrant caught border patrol releas us never file asylum ice find amd deport     #rednationris #trump #maga  illeg #stopasylumscam  illeg #familiesbelongtogeth countri us stop #immigr ,1
Hate,uk deport refuge children back came turn   free speech time   ,1
Hate,crime commit illeg immigr public inform everywher like texa illeg alien arrest homicid past  year singl state death mass shoot  state combin #sendthemback #buildthewal,1
Non-Hate,ethiopian migrant bring italian hill aliv sound ,0
Non-Hate,vietnames #immigr launch  give kid chanc earn money colleg call action scholarship  via ,0
Non-Hate,bitcoin crash  ,0
Non-Hate,let answer gooder placard say refuge welcom ,0
Non-Hate,reduc flow refuge  start also need look revers flow mani genuin seen europ mani go back regular home countri holiday  ,0
Non-Hate,#hungari prepar pull un migrat pact #minist #foreignminist #unitedn #europ  ,0
Hate,pleas dont forc real american step defend border feel might get hurt  #ssss  #seesomethingsaysometh  ice  #stoptheinvas,1
Non-Hate,date littl evid selfdeport occur meaning number ampl data howev show increas fear caus immigr famili alter life routin  ,0
Hate,   well nobodi seem anyth peopl stand peopl take anyth immigr given free pass peopl amp elit control,1
Hate,trump workabl immigr solut detain prosecut prompt remov anyon cross border   yes inde,1
Non-Hate,sure visit world relief tent afternoon nd annual kaleidoscop food festiv   pm celebr food cultur music entrepreneur among refuge immigr communiti binghampton binghampton ,0
Hate,pari dont like tentrefuge bring parqu boi de bologn close place life rich peopl franc avenu foch rich made big wall around properti ,1
Hate,  never doubt founder saw write wall revolt british #uk support muslim global caliph christian refuge welcom,1
Hate, eu end arnt abl stop immigr countri isnt abl protect border isnt countri souveran also make problem econom includ overpopul protection,1
Non-Hate,volunt orient come thursday  sign your interest serv refuge  ,0
Non-Hate,australia need much afraid race baiter like dutton turnbul cottrel et al incom immigr refuge asylum seeker  #auspol,0
Non-Hate,echo chamber gonna negat till immigr children held detent center abus,0
Non-Hate,hundr african migrant pull sea near libya ,0
Non-Hate,lawyer  mos home affair  present mr kiren rijiju refer tamil nadu peopl refuge  wonder welcom enlighten guy go back modi slogan   ,0
Non-Hate,accord unhcr   million refuge fled countri escap conflict persecut  million  biggest increas unhcr seen singl year help xd  ,0
Hate,whether sexual abus immigr children abus various form #abolishic becom easier easier easier sell polit independ voter base atroc central test democrat beyond,1
Non-Hate,matthew alon recount flight egypt would add jesus mari joseph epic list biblic refuge ,0
Hate,requir adult enter illeg crimin prosecut chang mean famili apprehend border  children cannot stay parent await trial kid allow immigr detent center ,1
Non-Hate,saudi arabia suspend diplomat trade tie canada blatant interfer  zero hedg  saudi help  call migrantsbut none foundin arabiawond,0
Non-Hate,#antifa #antifreedomfight #antifre #nazileft #antiantifa #antifaterrorist #antiwhit #whitepeopl #whitegenocid #whitemen #whiteamerica #itsokaytobewhit #itsoktobewhit #whiteprid #whiteident #freespeech #stopwhitegenocid #stoptheinvas #redwaveris #redwav ,0
Non-Hate,tomorrow august th pt #healthymindhealthyfutur #webinar  share research amp discuss impact #immigr enforc #mentalhealth #children immigr famili regist  ,0
Non-Hate, interest read hold trump administr account famili reunif usmexico border doj insinu aclu ought respons reunit process #uwbaessu,0
Non-Hate,  boyfriend mean dump dont flee hemispher,0
Hate,polish mp smoke bbc host poland decis take immigr  via  must let get rid filth,1
Non-Hate,spanish team overwhelm wave sea migrant  ,0
Hate,legal us immigr face legal problem votingthey actual thought right vote year  refus becom citizenthey wont commit nation expect respectthat never happen#buildthatwal,1
Hate,peopl friend true  support hate peopl color hispan immigr women ,1
Hate, big fat zero #bookerfordogcatch #keepamericagreat #trump #buildthatwal,1
Hate, answer  thing get back start notic damag immigr isso realli normal  okay  okay  go back   time let divers,1
Hate,look pat buchanan put ideolog western suicid wrong challeng influx outsid us europ  yepusa march nation suicidethird world immigr never assimil,1
Non-Hate,isi jihadist transfer could bring new migrant crisi ,0
Hate,                   ,1
Hate,refuge allow stay india #zeekalak  go back home,1
Non-Hate,hate poc talk immigr success stori without talk direct beneficiari civil right movement,0
Non-Hate,goodby pepsi polit hack indra nooyi immigr use america achiev dream complain   person color room major white countri hope retir india take bad attitud ,0
Non-Hate,congress act quick restor digniti transpar broken system  scott arbeiterdon help provid legal servic reunit immigr famili separ usmexico border xd  ,0
Non-Hate,thank    amp everyon els show yesterday shed light legal resourc avail help citi immigr famili ,0
Non-Hate,edwin jackson indianapoli colt lineback kill illeg alien polic say  #buildthewal #stoptheinvas,0
Non-Hate,watch afghan immigr threaten want dead greek polic allow cross border western europ  free speech time   ,0
Non-Hate, grow ethnic enclav  languag profici educ attain immigr children danzer alex ,0
Hate,follow previous follow #trumptrain #maga #kag #walkaway #nodaca #iwantthewal,1
Non-Hate,sheffield england somali mayor ban donald trump citi  via  elect twit,0
Hate,  mad must end horribl hard border patrol work hard believ #buildthatwall#wethepeopl #wwgwga #savethechildren dont take word look,1
Hate,coupl furi juri pay illeg immigr fine jewelri theft convict ,1
Non-Hate,take money feel guilti b b #saveeurop #closethebord #sendthemback ,0
Non-Hate,jesus said give men need refuge want austrian share money ampamp home migrant  ,0
Non-Hate,portug want britain welcom #eu migrant #brexit ,0
